latitude,longitude,elevation,x,y,timestamp
35.25715731855349,137.13306306763934,209.7,-3057.677195929696,-82411.22233706315,2025-10-11T02:04:01.998Z
35.25715731855349,137.13306306763934,209.7,-3057.677195929696,-82411.22233706315,2025-10-11T02:04:02.998Z
35.25715731855349,137.13306306763934,209.7,-3057.677195929696,-82411.22233706315,2025-10-11T02:04:03.998Z
35.25715731855349,137.13306306763934,209.7,-3057.677195929696,-82411.22233706315,2025-10-11T02:04:04.998Z
35.25715731855349,137.13306306763934,209.7,-3057.677195929696,-82411.22233706315,2025-10-11T02:04:05.998Z
35.25715731855349,137.13306306763934,209.7,-3057.677195929696,-82411.22233706315,2025-10-11T02:04:06.998Z
35.25715731855349,137.13306306763934,209.7,-3057.677195929696,-82411.22233706315,2025-10-11T02:04:07.997Z
35.25715731855349,137.13306306763934,209.7,-3057.677195929696,-82411.22233706315,2025-10-11T02:04:08.997Z
35.25715731855349,137.13306306763934,209.7,-3057.677195929696,-82411.22233706315,2025-10-11T02:04:09.997Z
35.25715731855349,137.13306306763934,209.7,-3057.677195929696,-82411.22233706315,2025-10-11T02:04:10.997Z
35.25715252426687,137.13305868200476,209.6,-3058.076436105943,-82411.75405231658,2025-10-11T02:04:11.997Z
35.25715252426687,137.13305868200476,209.5,-3058.076436105943,-82411.75405231658,2025-10-11T02:04:12.997Z
35.25714578664114,137.1330790759984,209.3,-3056.2209873428324,-82412.50211359913,2025-10-11T02:04:13.997Z
35.257139998983035,137.13311215602076,208.9,-3053.2111682313325,-82413.14518090154,2025-10-11T02:04:14.997Z
35.25712928786841,137.13317216586466,208.7,-3047.751119053742,-82414.33525415484,2025-10-11T02:04:15.997Z
35.25711902333252,137.13323284245803,208.5,-3042.2303824886667,-82415.47580368262,2025-10-11T02:04:16.997Z
35.2571037717835,137.1333239231861,208.1,-3033.943278840704,-82417.17050992856,2025-10-11T02:04:17.999Z
35.25708579400036,137.13343518282096,207.7,-3023.8201415258695,-82419.16825609616,2025-10-11T02:04:18.999Z
35.257068573060536,137.13354697823237,207.2,-3013.648219995689,-82421.08204736817,2025-10-11T02:04:19.999Z
35.2570498312408,137.13366467438811,206.5,-3002.93942576542,-82423.1647233102,2025-10-11T02:04:20.999Z
35.257031467114615,137.1337812271979,205.5,-2992.3346488585,-82425.20545294628,2025-10-11T02:04:21.999Z
35.257010412433,137.13391497135066,204.4,-2980.1656786777435,-82427.54516103347,2025-10-11T02:04:22.999Z
35.25698790142931,137.13405369050466,203.3,-2967.5440662863266,-82430.04655738824,2025-10-11T02:04:23.999Z
35.25696152716674,137.13419498114106,202.2,-2954.688600823424,-82432.97658017119,2025-10-11T02:04:24.999Z
35.25693042543023,137.13434163885532,201.0,-2941.3449323721147,-82436.4311822272,2025-10-11T02:04:25.999Z
35.25689978346382,137.13449798111148,199.8,-2927.120013207197,-82439.83504595912,2025-10-11T02:04:26.999Z
35.25687203822016,137.13465345202803,198.6,-2912.9742653959693,-82442.91751607957,2025-10-11T02:04:27.999Z
35.25684620669311,137.13481103641683,197.4,-2898.6361288379658,-82445.7877291298,2025-10-11T02:04:28.999Z
35.25682048229616,137.1349764990357,196.2,-2883.5811161518536,-82448.64626391235,2025-10-11T02:04:29.999Z
35.25679593850323,137.13514198281788,194.9,-2868.524126650446,-82451.37380483533,2025-10-11T02:04:30.999Z
35.25677043601551,137.1353074223565,193.7,-2853.4711875311223,-82454.20767140338,2025-10-11T02:04:31.999Z
35.25674612735023,137.13547259172347,192.5,-2838.442781100982,-82456.90906940549,2025-10-11T02:04:32.999Z
35.25672141404359,137.13564402257649,191.3,-2822.8446280806793,-82459.6555090427,2025-10-11T02:04:33.999Z
35.25669967695056,137.13581406230384,190.1,-2807.3729457653562,-82462.07171852047,2025-10-11T02:04:34.999Z
35.25667742936512,137.13598006523557,188.9,-2792.268593208909,-82464.54441899067,2025-10-11T02:04:35.999Z
35.25665405129505,137.13613536307307,187.8,-2778.138360847452,-82467.14220401553,2025-10-11T02:04:36.999Z
35.256620499381384,137.13628706283114,186.8,-2764.335866364499,-82470.86849383726,2025-10-11T02:04:37.999Z
35.256586275073964,137.1364375660079,185.9,-2750.6422639761463,-82474.66932083714,2025-10-11T02:04:38.999Z
35.256562222024776,137.13658250565706,185.1,-2737.4545514415527,-82477.34163332127,2025-10-11T02:04:39.999Z
35.256546257738435,137.13671283677385,184.5,-2725.595838098087,-82479.11620513216,2025-10-11T02:04:40.999Z
35.25653332031533,137.13682052294163,184.0,-2715.7975567421668,-82480.55435939328,2025-10-11T02:04:41.999Z
35.25651742748832,137.13689943960148,183.7,-2708.61720205991,-82482.31957365884,2025-10-11T02:04:42.999Z
35.256480438274785,137.13695389077387,183.4,-2703.6637402458505,-82486.42442661627,2025-10-11T02:04:43.999Z
35.256421451206954,137.13698636439264,183.1,-2700.7108148820876,-82492.96899317727,2025-10-11T02:04:44.999Z
35.256297539757206,137.13693723496786,182.9,-2705.1853842154655,-82506.71367125028,2025-10-11T02:04:45.999Z
35.25619156004131,137.13688287097858,182.7,-2710.135682395781,-82518.46896166627,2025-10-11T02:04:46.999Z
35.25607347060284,137.13681375922087,182.4,-2716.4283522469887,-82531.56722783338,2025-10-11T02:04:47.999Z
35.2559530384951,137.1367461069041,182.1,-2722.5883184519053,-82544.92541149734,2025-10-11T02:04:48.999Z
35.2558379890807,137.1366855837178,181.7,-2728.09941415663,-82557.6866620085,2025-10-11T02:04:49.999Z
35.25572025073313,137.13662304472874,181.4,-2733.7940419734978,-82570.74614799337,2025-10-11T02:04:50.999Z
35.25560741031168,137.1365575136461,181.1,-2739.7607848595694,-82583.26220017383,2025-10-11T02:04:51.999Z
35.25549359241273,137.1364842957737,180.8,-2746.427032145392,-82595.88647118922,2025-10-11T02:04:52.999Z
35.25536307085257,137.13641525937706,180.6,-2752.713371321075,-82610.36385980267,2025-10-11T02:04:53.999Z
35.25522891808477,137.1363623998256,180.3,-2757.527846353825,-82625.24451825098,2025-10-11T02:04:54.999Z
35.25510085573927,137.13631610240176,179.8,-2761.745010765845,-82639.44972050116,2025-10-11T02:04:55.999Z
35.254970745989795,137.1362751181523,179.2,-2765.478785679243,-82653.88219557265,2025-10-11T02:04:56.999Z
35.25483961103591,137.1362439975711,178.9,-2768.315061454165,-82668.42867411954,2025-10-11T02:04:57.999Z
35.25471159376588,137.1362223896402,178.8,-2770.285633888212,-82682.62955936012,2025-10-11T02:04:58.999Z
35.254588564230446,137.13620323300364,179.0,-2772.032986099094,-82696.27720221045,2025-10-11T02:04:59.999Z
35.25447170001086,137.13618657131067,179.6,-2773.5531047566665,-82709.24097007445,2025-10-11T02:05:00.999Z
35.25435946843165,137.13616869386632,180.2,-2775.1836979880813,-82721.6907854199,2025-10-11T02:05:01.999Z
35.254265158500594,137.1361531666521,180.7,-2776.599823466119,-82732.1525432083,2025-10-11T02:05:02.999Z
35.25419528470721,137.13614176819792,181.0,-2777.6394184071073,-82739.90361405785,2025-10-11T02:05:03.999Z
35.254140659402026,137.13613282628603,181.2,-2778.454959412061,-82745.96317543948,2025-10-11T02:05:04.999Z
35.25410523695451,137.13612642907324,181.3,-2779.0382886967927,-82749.89255533005,2025-10-11T02:05:05.999Z
35.254093914719746,137.13612458035118,181.3,-2779.206901402433,-82751.14852601154,2025-10-11T02:05:06.999Z
35.254090791391846,137.13612190662164,181.3,-2779.4503066527104,-82751.49493486222,2025-10-11T02:05:16.999Z
35.25409070851222,137.1361216724225,181.4,-2779.471620663365,-82751.50412248392,2025-10-11T02:05:17.998Z
35.25409053111852,137.13612120196237,181.4,-2779.514436698715,-82751.52378832936,2025-10-11T02:05:18.998Z
35.25409027782652,137.13612049283822,181.6,-2779.578972793679,-82751.5518672046,2025-10-11T02:05:19.998Z
35.254090331939985,137.13612049437458,181.8,-2779.5788311437564,-82751.54586421602,2025-10-11T02:05:20.998Z
35.25406679423451,137.1361164590951,182.0,-2779.9468289787364,-82754.15688645378,2025-10-11T02:05:21.998Z
35.25401996511288,137.1361120872642,182.2,-2780.3462471891594,-82759.35171256519,2025-10-11T02:05:22.998Z
35.253976242776815,137.13612214530994,182.3,-2779.432497132134,-82764.20229415814,2025-10-11T02:05:23.998Z
35.25393087023964,137.1361615218633,182.4,-2775.8509308106954,-82769.23675952727,2025-10-11T02:05:24.998Z
35.25391039116822,137.13623490756433,182.5,-2769.1738103416083,-82771.51063744874,2025-10-11T02:05:25.998Z
35.25392307454765,137.1363333518391,182.4,-2760.215327214113,-82770.10635946994,2025-10-11T02:05:26.998Z
35.25395025609101,137.1364577144823,182.3,-2748.8978855802493,-82767.09444927325,2025-10-11T02:05:27.998Z
35.253967823062155,137.13659652091889,182.2,-2736.2664456307793,-82765.1495074635,2025-10-11T02:05:28.998Z
35.253987497979736,137.1367283421074,182.3,-2724.270570930326,-82762.97051306881,2025-10-11T02:05:29.998Z
35.25401157400743,137.13687921643032,182.1,-2710.540795095576,-82760.3037897938,2025-10-11T02:05:30.998Z
35.254037761966366,137.13702942545936,182.3,-2696.871496544855,-82757.40274228307,2025-10-11T02:05:31.998Z
35.25406077337952,137.13718966070311,182.4,-2682.2899658974143,-82754.8543324381,2025-10-11T02:05:32.998Z
35.2540880046703,137.13735047829596,182.7,-2667.655313811424,-82751.83778618403,2025-10-11T02:05:33.998Z
35.25411663592168,137.13751681609685,182.8,-2652.518309323346,-82748.66606030277,2025-10-11T02:05:34.998Z
35.2541442657942,137.1376782499677,183.2,-2637.8275855483594,-82745.60526584848,2025-10-11T02:05:35.998Z
35.25417218526981,137.13783240664878,183.8,-2623.7990567739025,-82742.512128293,2025-10-11T02:05:36.998Z
35.25419753479148,137.13799259461902,184.5,-2609.2217976508587,-82739.70422314096,2025-10-11T02:05:37.998Z
35.25422424962299,137.1381456247189,185.1,-2595.2958404610104,-82736.74464785132,2025-10-11T02:05:38.998Z
35.2542502015187,137.13830280099225,185.5,-2580.9926322239053,-82733.86979453254,2025-10-11T02:05:39.998Z
35.25427663658323,137.1384605111288,185.9,-2566.6408385846767,-82730.94133243959,2025-10-11T02:05:40.998Z
35.25430392033432,137.13861793900875,186.2,-2552.3147118151805,-82727.91869195696,2025-10-11T02:05:41.998Z
35.25433068688413,137.13877563465772,186.5,-2537.9642449435023,-82724.95341087338,2025-10-11T02:05:42.998Z
35.254360636466004,137.13894161327514,186.6,-2522.8599745213714,-82721.63521057733,2025-10-11T02:05:43.998Z
35.25439057132183,137.13911002269776,187.0,-2507.534522983564,-82718.31868004441,2025-10-11T02:05:44.998Z
35.25441710245953,137.13926711602622,187.3,-2493.23890185342,-82715.37942790554,2025-10-11T02:05:45.998Z
35.25444423040388,137.1394328519348,187.3,-2478.156835240734,-82712.37416269403,2025-10-11T02:05:46.998Z
35.254475137920856,137.13960268300184,187.6,-2462.702023153675,-82708.94969021775,2025-10-11T02:05:47.998Z
35.25450550791656,137.13976882673197,188.2,-2447.58277008719,-82705.58472983768,2025-10-11T02:05:48.998Z
35.25453477823225,137.13993439170218,188.9,-2432.5162256956087,-82702.34172202821,2025-10-11T02:05:49.998Z
35.254565812998585,137.14010986609875,189.4,-2416.547927058188,-82698.90319252755,2025-10-11T02:05:50.998Z
35.25459717034857,137.1402843161171,189.9,-2400.672844808785,-82695.42882446742,2025-10-11T02:05:51.998Z
35.25462531064072,137.140449175265,190.4,-2385.670593938941,-82692.3110796223,2025-10-11T02:05:52.998Z
35.25465372483772,137.14061036972916,190.9,-2371.001814649409,-82689.16283691722,2025-10-11T02:05:53.998Z
35.254681948866434,137.14076776036484,191.6,-2356.67918169284,-82686.03557623463,2025-10-11T02:05:54.998Z
35.2547126642448,137.14093781817135,192.8,-2341.2038341863185,-82682.63221590412,2025-10-11T02:05:55.998Z
35.2547455445198,137.14111726011353,193.7,-2324.874524775678,-82678.98888789775,2025-10-11T02:05:56.998Z
35.25477702794932,137.1412977235087,194.4,-2308.452320831838,-82675.5005119869,2025-10-11T02:05:57.998Z
35.254809115155204,137.141481040757,194.8,-2291.770425727434,-82671.9451926792,2025-10-11T02:05:58.998Z
35.25484413089407,137.1416725713423,195.1,-2274.341088221381,-82668.06515642621,2025-10-11T02:05:59.998Z
35.254893214538484,137.1418571521046,195.3,-2257.543775481408,-82662.62431722577,2025-10-11T02:06:00.998Z
35.25495807638455,137.14203139663869,195.5,-2241.68659396241,-82655.43287183746,2025-10-11T02:06:01.998Z
35.255060437404,137.14218226707342,195.9,-2227.9553363080477,-82644.08093481677,2025-10-11T02:06:02.998Z
35.25516914948905,137.1423342750386,196.2,-2214.12043112984,-82632.02445197076,2025-10-11T02:06:03.998Z
35.25528490788788,137.1424878960836,196.7,-2200.1385908409557,-82619.18630655299,2025-10-11T02:06:04.998Z
35.25539459805332,137.14263346407816,197.2,-2186.8897367060367,-82607.02113629082,2025-10-11T02:06:05.998Z
35.255504582382336,137.14277942238783,198.0,-2173.605393916833,-82594.82332214761,2025-10-11T02:06:06.998Z
35.255587955454885,137.142969837196,198.7,-2156.2765048728443,-82585.57855259095,2025-10-11T02:06:07.998Z
35.255670188071846,137.14314138234604,199.7,-2140.6647109858536,-82576.45985839327,2025-10-11T02:06:08.998Z
35.25574906766961,137.1433059327778,200.2,-2125.689514422414,-82567.71295174271,2025-10-11T02:06:09.998Z
35.2558274769464,137.14346950207047,200.6,-2110.803636870836,-82559.01817396877,2025-10-11T02:06:10.998Z
35.25590656535956,137.14363448810607,200.6,-2095.7888554721835,-82550.24806204408,2025-10-11T02:06:11.997Z
35.25598545373255,137.1437990568407,200.7,-2080.812080182235,-82541.50010760005,2025-10-11T02:06:12.997Z
35.25606496273505,137.14396492026566,200.6,-2065.717509406247,-82532.68330614016,2025-10-11T02:06:13.997Z
35.25614375465536,137.14412928771742,200.8,-2050.759110284169,-82523.94599737076,2025-10-11T02:06:14.997Z
35.25622615806736,137.1442903750139,201.0,-2036.0991229200783,-82514.80795856846,2025-10-11T02:06:15.997Z
35.25632862254107,137.14442107733487,201.5,-2024.2035017366286,-82503.44381912665,2025-10-11T02:06:16.997Z
35.2564611159071,137.14450990304766,202.0,-2016.117660294416,-82488.74758331904,2025-10-11T02:06:17.997Z
35.25661900348343,137.1445639025017,202.7,-2011.2001699273699,-82471.23354872745,2025-10-11T02:06:18.997Z
35.25677356727817,137.1446236186342,203.5,-2005.7626028971556,-82454.08834757117,2025-10-11T02:06:19.997Z
35.256927138085146,137.14468690253756,204.4,-2000.0004393910071,-82437.05337090402,2025-10-11T02:06:20.997Z
35.257096287676205,137.14471034959985,205.4,-1997.862774521005,-82418.28936910388,2025-10-11T02:06:21.997Z
35.25724830483998,137.1447771428553,206.2,-1991.7813621684602,-82401.42680909812,2025-10-11T02:06:22.997Z
35.2574062083443,137.144861928159,207.1,-1984.062691559662,-82383.91160787712,2025-10-11T02:06:23.999Z
35.257555054504245,137.14495302251555,208.0,-1975.7701967243718,-82367.40129453347,2025-10-11T02:06:24.999Z
35.2577020258468,137.14505745998582,208.9,-1966.26366165803,-82351.09921897762,2025-10-11T02:06:25.999Z
35.257850696006535,137.1451657784704,209.7,-1956.403979673169,-82334.60875259129,2025-10-11T02:06:26.999Z
35.257993834239485,137.1452779978638,210.4,-1946.1895159458952,-82318.73203150145,2025-10-11T02:06:27.999Z
35.25813636003095,137.14539148157598,210.8,-1935.8600604663868,-82302.92326387357,2025-10-11T02:06:28.999Z
35.25828174798048,137.1455032965917,211.0,-1925.6824102905337,-82286.79694042951,2025-10-11T02:06:29.999Z
35.25842907455762,137.14561695489593,211.4,-1915.337027926225,-82270.45558056986,2025-10-11T02:06:30.999Z
35.25857682816034,137.14573094263753,212.0,-1904.9616971657106,-82254.06684304542,2025-10-11T02:06:31.999Z
35.25872986047637,137.14584900275648,212.9,-1894.2157323484678,-82237.09258096003,2025-10-11T02:06:32.999Z
35.25888066262659,137.14596534236642,213.5,-1883.6264096949176,-82220.36567475241,2025-10-11T02:06:33.999Z
35.25902744571841,137.14607518541555,214.1,-1873.6283437798884,-82204.08448427093,2025-10-11T02:06:34.999Z
35.25916557103333,137.14620038314794,214.7,-1862.2333847596435,-82188.76401440917,2025-10-11T02:06:35.999Z
35.25931596748058,137.14630436435257,215.4,-1852.7686801959433,-82172.08184526273,2025-10-11T02:06:36.999Z
35.25947116004883,137.14641886666402,216.1,-1842.346586840114,-82154.86780710124,2025-10-11T02:06:37.999Z
35.259626539103415,137.14654378799565,217.3,-1830.9765045285455,-82137.63326102323,2025-10-11T02:06:38.999Z
35.259775657414274,137.14667433781565,218.5,-1819.0944714943914,-82121.09333427073,2025-10-11T02:06:39.999Z
35.2599201433575,137.14680162547822,219.6,-1807.509406761066,-82105.06722031851,2025-10-11T02:06:40.999Z
35.26005321602544,137.1469180746351,220.0,-1796.9108231266912,-82090.3070181164,2025-10-11T02:06:41.999Z
35.2601486010856,137.1470390164608,220.4,-1785.904316743149,-82079.72773067554,2025-10-11T02:06:42.999Z
35.26018976139748,137.14720198047706,220.9,-1771.0754545361847,-82075.16456239097,2025-10-11T02:06:43.999Z
35.26017185524666,137.1473847662712,221.5,-1754.4443142895784,-82077.15421431881,2025-10-11T02:06:44.999Z
35.26012582762512,137.14757379719964,222.2,-1737.2455270791652,-82082.2635792994,2025-10-11T02:06:45.999Z
35.26008423071393,137.14776692268782,223.4,-1719.674065763354,-82086.88146489234,2025-10-11T02:06:46.999Z
35.26005072447339,137.14796276580736,224.7,-1701.8551419091975,-82090.60183036527,2025-10-11T02:06:47.999Z
35.26001366278902,137.14814946361338,225.9,-1684.8684031521273,-82094.71642593911,2025-10-11T02:06:48.999Z
35.25998361623393,137.14831875240773,227.2,-1669.4655405868857,-82098.05247872722,2025-10-11T02:06:49.999Z
35.259983328189875,137.14847402075256,228.2,-1655.3377741801135,-82098.08703336715,2025-10-11T02:06:50.999Z
35.26004591815757,137.14861370368487,229.0,-1642.6268461214079,-82091.14598293873,2025-10-11T02:06:51.999Z
35.26016911452671,137.1486887386242,229.8,-1635.7969922921818,-82077.48052508257,2025-10-11T02:06:52.999Z
35.26027701947484,137.14880096793107,230.6,-1625.5831844319837,-82065.5120140318,2025-10-11T02:06:53.999Z
35.26038600338867,137.14891431950127,231.5,-1615.26726867431,-82053.42381523414,2025-10-11T02:06:54.999Z
35.2605030079521,137.14903601299736,232.4,-1604.1922004776504,-82040.44597448043,2025-10-11T02:06:55.999Z
35.26062035320702,137.14916119272883,233.8,-1592.7999494823532,-82027.43038150153,2025-10-11T02:06:56.999Z
35.26072547768432,137.14929883578148,235.2,-1580.273949051781,-82015.77067539809,2025-10-11T02:06:57.999Z
35.260843931712685,137.14942252279127,236.5,-1569.0175626828495,-82002.63202722218,2025-10-11T02:06:58.999Z
35.26095521534446,137.149540725981,237.9,-1558.260309772476,-81990.28872138256,2025-10-11T02:06:59.999Z
35.26106239036009,137.14967086009372,238.7,-1546.4175913365307,-81978.40137480779,2025-10-11T02:07:00.999Z
35.26114802529068,137.14983398057012,239.3,-1531.573943914008,-81968.90405569134,2025-10-11T02:07:01.999Z
35.26120607336993,137.1500111905041,239.5,-1515.4488698103073,-81962.46725457383,2025-10-11T02:07:02.999Z
35.26122899654762,137.1501841892581,239.3,-1499.707632506107,-81959.92691640805,2025-10-11T02:07:03.999Z
35.2612163627627,137.1503681733873,239.1,-1482.9675148130807,-81961.33120079317,2025-10-11T02:07:04.999Z
35.261171630606135,137.15054749997668,239.5,-1466.6517506164964,-81966.29619481803,2025-10-11T02:07:05.999Z
35.261096337105826,137.1507181922374,240.1,-1451.122134567948,-81974.65133349075,2025-10-11T02:07:06.999Z
35.26099121096853,137.15087480416403,241.0,-1436.8741610844097,-81986.31570334881,2025-10-11T02:07:07.999Z
35.26087257490639,137.15101510041276,242.3,-1424.1109242864245,-81999.4785301227,2025-10-11T02:07:08.999Z
35.260761987612455,137.1511452163175,243.5,-1412.2738051780718,-82011.74830959206,2025-10-11T02:07:09.999Z
35.26068056811051,137.15128787702488,244.6,-1399.2947179239056,-82020.78254276155,2025-10-11T02:07:10.999Z
35.2606337804398,137.15146543640614,245.6,-1383.139631190164,-82025.97538743702,2025-10-11T02:07:11.999Z
35.2606172327161,137.151663447764,246.4,-1365.1231196596084,-82027.81383848758,2025-10-11T02:07:12.999Z
35.260615072111015,137.1518759196471,247.3,-1345.7906185449942,-82028.05642539116,2025-10-11T02:07:13.999Z
35.26060713445879,137.1520920523077,248.3,-1326.1251211812105,-82028.93989228303,2025-10-11T02:07:14.999Z
35.26059790808473,137.15229866458156,249.4,-1307.3258883262865,-82029.96615438678,2025-10-11T02:07:15.999Z
35.26058566377983,137.15251252933925,250.1,-1287.8668047799658,-82031.32726341546,2025-10-11T02:07:16.999Z
35.26057653454244,137.1527153506832,251.0,-1269.4124930226526,-82032.3426216055,2025-10-11T02:07:17.998Z
35.260569893471335,137.15291950374944,251.3,-1250.8369671651305,-82033.08193597685,2025-10-11T02:07:18.998Z
35.26056120976461,137.1531204549379,251.1,-1232.5528040453023,-82034.0477706524,2025-10-11T02:07:19.998Z
35.26053634502849,137.15330554035313,250.9,-1215.7124856377834,-82036.80840459562,2025-10-11T02:07:20.998Z
35.26047291889116,137.15346760597373,251.3,-1200.9672693622201,-82043.84650927379,2025-10-11T02:07:21.998Z
35.26037335398327,137.15360936350547,251.7,-1188.0703685132307,-82054.89337454528,2025-10-11T02:07:22.998Z
35.260245662444746,137.15373421058706,252.6,-1176.7125087596503,-82069.06022764592,2025-10-11T02:07:23.998Z
35.26010663154732,137.15384840144836,254.1,-1166.324377222884,-82084.48486427584,2025-10-11T02:07:24.998Z
35.25997955806751,137.1539821688228,255.5,-1154.1547852992232,-82098.58322927178,2025-10-11T02:07:25.998Z
35.259889555958544,137.15413595711166,257.0,-1140.1629424151201,-82108.56932312109,2025-10-11T02:07:26.998Z
35.25983867773215,137.15432018331347,258.5,-1123.400995256151,-82114.21556165189,2025-10-11T02:07:27.998Z
35.259824227354805,137.1545238875796,260.1,-1104.8662312703516,-82115.8208900544,2025-10-11T02:07:28.998Z
35.259835021442704,137.1547340260385,261.7,-1085.7456794792656,-82114.62577509056,2025-10-11T02:07:29.998Z
35.25985368952467,137.15495092284965,263.3,-1066.0100902634483,-82112.5571966502,2025-10-11T02:07:30.998Z
35.25987582282631,137.15517582542788,264.8,-1045.54602472941,-82110.10424790569,2025-10-11T02:07:31.998Z
35.259897922878835,137.15538575959627,266.4,-1026.4439386748586,-82107.65478654765,2025-10-11T02:07:32.998Z
35.259920566739126,137.1555920194229,268.0,-1007.6761826434903,-82105.14492057193,2025-10-11T02:07:33.998Z
35.25994018530108,137.15581275067535,269.6,-987.5917268864885,-82102.97076887969,2025-10-11T02:07:34.998Z
35.25997773360027,137.15603542112524,271.1,-967.330621313273,-82098.8075694811,2025-10-11T02:07:35.998Z
35.26003597228023,137.15624104925595,272.7,-948.6199629662829,-82092.34888997811,2025-10-11T02:07:36.998Z
35.260125170517064,137.15641695451484,274.2,-932.6134390347703,-82082.45541749509,2025-10-11T02:07:37.998Z
35.260201918006665,137.15659937242663,275.7,-916.0145096401378,-82073.94319097626,2025-10-11T02:07:38.998Z
35.26027083991226,137.15679546873494,277.2,-898.17111343023,-82066.29918304319,2025-10-11T02:07:39.998Z
35.26034677698992,137.1569903157999,278.7,-880.4413389592753,-82057.87690580069,2025-10-11T02:07:40.998Z
35.26041262690416,137.15718123389394,280.1,-863.0691972528949,-82050.57357146744,2025-10-11T02:07:41.998Z
35.26043656747459,137.15738642232947,281.4,-844.3990765913669,-82047.91950709312,2025-10-11T02:07:42.998Z
35.26046966668169,137.15757776268762,282.7,-826.9888946100414,-82044.2492822474,2025-10-11T02:07:43.998Z
